Date,Open,High,Low,Close,Adj Close,Volume,P_mean,P_sum,twt_count,pos,neg,neutral
2018-03-09,44.4900016784668,45.0,44.34749984741211,44.994998931884766,42.96018600463867,128740800,0.027027027027027,1,37,3,2,32
2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,43.37550354003906,128828400,-0.0666666666666666,-3,45,2,5,38
2018-03-13,45.647499084472656,45.875,44.810001373291016,44.99250030517578,42.95779037475586,126774000,0.0681818181818181,3,44,7,4,33
2018-03-14,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,42.59259033203125,117473600,-0.073170731707317,-3,41,3,6,32
2018-03-15,44.625,45.060001373291016,44.51750183105469,44.66249847412109,42.6427116394043,90975200,-0.1136363636363636,-5,44,0,5,39
2018-03-16,44.66249847412109,44.77999877929688,44.40499877929688,44.505001068115234,42.49234008789063,157618800,-0.0930232558139534,-4,43,0,4,39
2018-03-19,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,41.843074798583984,133787200,-0.0769230769230769,-4,52,2,6,44
2018-03-20,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,41.82877731323242,78597600,0.1041666666666666,5,48,5,0,43
2018-03-21,43.7599983215332,43.772499084472656,42.81499862670898,42.817501068115234,40.88114547729492,148219600,-0.0285714285714285,-1,35,2,3,30
2018-03-22,42.5,43.16999816894531,42.150001525878906,42.212501525878906,40.30350875854492,165963200,-0.0588235294117647,-2,34,1,3,30
2018-03-23,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,39.37021255493164,164115200,0.0357142857142857,1,28,3,2,23
2018-03-26,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,41.23919296264648,150164800,-0.0697674418604651,-3,43,0,3,40
2018-03-27,43.41999816894531,43.78749847412109,41.72999954223633,42.084999084472656,40.1817741394043,163690400,-0.0909090909090909,-6,66,2,8,56
2018-03-28,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,39.73781204223633,166674000,-0.05,-2,40,2,4,34
2018-03-29,41.95249938964844,42.9375,41.72499847412109,41.94499969482422,40.0481071472168,153594000,0.0212765957446808,1,47,5,4,38
2018-04-02,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,39.78554534912109,150347200,0.0140845070422535,1,71,2,1,68
2018-04-03,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,40.1937141418457,121112000,-0.0925925925925925,-5,54,1,6,47
2018-04-04,41.220001220703125,43.00249862670898,41.192501068115234,42.90250015258789,40.962310791015625,138422000,-0.0952380952380952,-4,42,2,6,34
2018-04-05,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,41.2463493347168,107732800,-0.0526315789473684,-2,38,0,2,36
2018-04-06,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,40.19131851196289,140021200,-0.04,-2,50,3,5,42
2018-04-09,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,40.58993911743164,116070800,-0.06,-3,50,0,3,47
2018-04-10,43.25,43.5,42.88249969482422,43.3125,41.35376739501953,113634400,-0.0714285714285714,-4,56,1,5,50
2018-04-11,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,41.16042709350586,89726400,0.0,0,51,4,4,43
2018-04-12,43.352500915527344,43.75,43.2599983215332,43.53499984741211,41.566200256347656,91557200,-0.0444444444444444,-2,45,2,4,39
2018-04-13,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,41.70703506469727,100497200,-0.2592592592592592,-14,54,0,14,40
2018-04-16,43.75749969482422,44.04750061035156,43.70750045776367,43.95500183105469,41.96721649169922,86313600,-0.0588235294117647,-2,34,0,2,32
2018-04-17,44.122501373291016,44.73500061035156,44.102500915527344,44.560001373291016,42.54484176635742,106421600,-0.0952380952380952,-4,42,1,5,36
2018-04-18,44.45249938964844,44.70500183105469,44.220001220703125,44.459999084472656,42.44937515258789,83018000,-0.0638297872340425,-3,47,2,5,40
2018-04-19,43.43999862670898,43.84749984741211,43.165000915527344,43.20000076293945,41.2463493347168,139235200,-0.0545454545454545,-3,55,5,8,42
2018-04-20,42.650001525878906,42.80500030517578,41.35749816894531,41.43000030517578,39.55638885498047,261964400,-0.1594202898550724,-11,69,2,13,54
2018-04-23,41.70750045776367,41.72999954223633,41.022499084472656,41.310001373291016,39.44182968139648,146062000,-0.078125,-5,64,3,8,53
2018-04-24,41.41749954223633,41.58250045776367,40.30500030517578,40.73500061035156,38.892822265625,134768000,-0.1111111111111111,-6,54,1,7,46
2018-04-25,40.65499877929688,41.35499954223633,40.602500915527344,40.91249847412109,39.06229019165039,113528400,0.0,0,48,2,2,44
2018-04-26,41.02999877929688,41.432498931884766,40.84249877929688,41.05500030517578,39.19835662841797,111852000,0.0,0,51,4,4,43
2018-04-27,41.0,41.08250045776367,40.157501220703125,40.58000183105469,38.74483871459961,142623200,0.0,0,34,3,3,28
2018-04-30,40.532501220703125,41.81499862670898,40.459999084472656,41.31499862670898,39.44660568237305,169709600,-0.0892857142857142,-5,56,3,8,45
2018-05-01,41.602500915527344,42.29999923706055,41.317501068115234,42.275001525878906,40.36318206787109,214277600,0.0305343511450381,4,131,17,13,101
2018-05-02,43.807498931884766,44.4375,43.45000076293945,44.14250183105469,42.146240234375,266157600,-0.0357142857142857,-4,112,12,16,84
2018-05-03,43.970001220703125,44.375,43.61000061035156,44.22249984741211,42.22261047363281,136272800,-0.1034482758620689,-6,58,4,10,44
2018-05-04,44.5625,46.0625,44.54249954223633,45.95750045776367,43.879150390625,224805200,0.0461538461538461,6,130,20,14,96
2018-05-07,46.29499816894531,46.91749954223633,46.1875,46.290000915527344,44.19660186767578,169805600,-0.0273972602739726,-2,73,6,8,59
2018-05-08,46.247501373291016,46.55500030517578,45.91749954223633,46.51250076293945,44.4090461730957,113611200,-0.0416666666666666,-3,72,8,11,53
2018-05-09,46.63750076293945,46.84999847412109,46.30500030517578,46.84000015258789,44.72174453735352,92844800,-0.0454545454545454,-2,44,3,5,36
2018-05-10,46.935001373291016,47.59249877929688,46.91249847412109,47.5099983215332,45.3614387512207,111957200,-0.0350877192982456,-2,57,4,6,47
2018-05-11,47.372501373291016,47.51499938964844,46.86249923706055,47.147499084472656,45.18891143798828,104848800,-0.0606060606060606,-2,33,2,4,27
2018-05-14,47.25249862670898,47.38249969482422,46.96500015258789,47.03749847412109,45.08348846435547,83115200,0.0212765957446808,1,47,4,3,40
2018-05-15,46.69499969482422,46.76750183105469,46.275001525878906,46.61000061035156,44.67374801635742,94780800,-0.0344827586206896,-2,58,4,6,48
2018-05-16,46.51750183105469,47.1150016784668,46.5,47.04499816894531,45.09067153930664,76732400,-0.0238095238095238,-1,42,2,3,37
2018-05-17,47.0,47.227500915527344,46.59000015258789,46.747501373291016,44.80553436279297,69176000,-0.0869565217391304,-4,46,1,5,40
2018-05-18,46.79750061035156,46.95249938964844,46.532501220703125,46.57749938964844,44.64259338378906,73190800,-0.0666666666666666,-2,30,0,2,28
2018-05-21,47.0,47.317501068115234,46.727500915527344,46.907501220703125,44.95888137817383,73603200,-0.1290322580645161,-4,31,1,5,25
2018-05-22,47.095001220703125,47.220001220703125,46.69499969482422,46.790000915527344,44.84627151489258,60962800,-0.0606060606060606,-2,33,1,3,29
2018-05-23,46.587501525878906,47.125,46.43999862670898,47.09000015258789,45.1338005065918,80233600,0.0,0,38,2,2,34
2018-05-24,47.192501068115234,47.209999084472656,46.5525016784668,47.03749847412109,45.08348846435547,92936000,-0.0277777777777777,-1,36,2,3,31
2018-05-25,47.057498931884766,47.41249847412109,46.91249847412109,47.14500045776367,45.186519622802734,69844000,0.0,0,23,1,1,21
2018-05-29,46.900001525878906,47.1875,46.71749877929688,46.97499847412109,45.02358627319336,90056400,-0.0217391304347826,-1,46,2,3,41
2018-05-30,46.93000030517578,47.0,46.69499969482422,46.875,44.927734375,74762000,-0.0857142857142857,-3,35,0,3,32
2018-05-31,46.80500030517578,47.057498931884766,46.53499984741211,46.71749877929688,44.77677917480469,109931200,0.0666666666666666,2,30,2,0,28
2018-06-01,46.997501373291016,47.56499862670898,46.9375,47.560001373291016,45.58428955078125,93770000,0.0,0,38,4,4,30
2018-06-04,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,45.96526718139648,105064800,0.0526315789473684,5,95,7,2,86
2018-06-05,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,46.31990051269531,86264000,0.0,0,58,3,3,52
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.48043441772461,83734400,-0.0175438596491228,-1,57,3,4,50
2018-06-07,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,46.35583114624024,85388800,-0.0816326530612244,-4,49,1,5,43
2018-06-08,47.79249954223633,48.0,47.442501068115234,47.92499923706055,45.93411636352539,106627200,-0.0789473684210526,-3,38,2,5,31
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,45.82149887084961,73234000,-0.0769230769230769,-3,39,0,3,36
2018-06-12,47.84749984741211,48.15250015258789,47.78749847412109,48.06999969482422,46.07309341430664,67644400,-0.05,-2,40,0,2,38
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.69449615478516,86553600,-0.0714285714285714,-2,28,1,3,24
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.71846389770508,86440400,0.0294117647058823,1,34,2,1,31
2018-06-15,47.50749969482422,47.540000915527344,47.06499862670898,47.209999084472656,45.248809814453125,246876800,0.0,0,34,0,0,34
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,45.224857330322266,73939600,-0.1333333333333333,-4,30,0,4,26
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.49403762817383,134314000,-0.196078431372549,-10,51,1,11,39
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.68811798095703,82514800,-0.1,-3,30,0,3,27
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.43891906738281,102847600,-0.1666666666666666,-6,36,0,6,30
2018-06-22,46.52999877929688,46.53749847412109,46.17499923706055,46.22999954223633,44.30952453613281,108801600,-0.0434782608695652,-1,23,0,1,22
2018-06-25,45.84999847412109,46.22999954223633,45.182498931884766,45.54249954223633,43.65058898925781,126652400,-0.0196078431372549,-1,51,2,3,46
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,44.19211196899414,98276800,0.0,0,49,2,2,45
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,44.12742614746094,101141200,-0.0294117647058823,-1,34,2,3,29
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.44850540161133,69460800,0.0,0,40,3,3,34
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,44.35506439208984,90950800,0.04,1,25,2,1,22
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.85105514526367,70925200,0.0588235294117647,2,34,2,0,32
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,44.06991195678711,55819200,-0.1212121212121212,-4,33,0,4,29
2018-07-05,46.31499862670898,46.602500915527344,46.06999969482422,46.34999847412109,44.4245491027832,66416800,0.0,0,29,2,2,25
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,45.04035186767578,69940800,-0.0384615384615384,-1,26,0,1,25
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.66575241088867,79026400,-0.1388888888888889,-5,36,0,5,31
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.61063766479492,63756400,-0.0512820512820512,-2,39,3,5,31
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,45.0187873840332,75326000,-0.1724137931034483,-5,29,0,5,24
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.77357864379883,72164400,0.032258064516129,1,31,3,2,26
2018-07-13,47.77000045776367,47.959999084472656,47.72499847412109,47.83250045776367,45.845462799072266,50055600,0.0,0,27,1,1,25
2018-07-16,47.880001068115234,48.16249847412109,47.60499954223633,47.727500915527344,45.744815826416016,60172400,0.0833333333333333,2,24,2,0,22
2018-07-17,47.4375,47.96749877929688,47.29999923706055,47.86249923706055,45.87420272827149,62138000,-0.09375,-3,32,1,4,27
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.59999847412109,45.62262344360352,65573600,-0.0625,-2,32,0,2,30
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,45.97724533081055,81147200,0.0294117647058823,1,34,2,1,31
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.87181854248047,82704800,-0.1428571428571428,-5,35,1,6,28
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.91255187988281,63957600,-0.125,-3,24,0,3,21
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,46.2456169128418,74791600,0.0,0,27,1,1,25
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.68171310424805,66839600,-0.0588235294117647,-2,34,2,4,28
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.535552978515625,76304000,0.0,0,40,4,4,32
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.761600494384766,96096000,0.125,3,24,4,1,19
2018-07-30,47.97499847412109,48.04999923706055,47.26750183105469,47.477500915527344,45.50520324707031,84118000,0.0181818181818181,1,55,4,3,48
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.59625625610352,157492000,0.0071428571428571,1,140,22,20,98
2018-08-01,49.782501220703125,50.43999862670898,49.32749938964844,50.375,48.2823371887207,271742800,0.056701030927835,11,194,30,19,145
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.69366455078125,249616000,0.1538461538461538,54,351,89,35,227
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.837440490722656,133789600,0.0423728813559322,5,118,21,15,82
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,50.096229553222656,101701600,0.0357142857142857,2,56,5,3,48
2018-08-07,52.33000183105469,52.375,51.68999862670898,51.77750015258789,49.62657928466797,102349600,-0.0363636363636363,-2,55,4,6,45
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.66012191772461,90102000,0.0,0,23,1,1,21
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,50.05070114135742,93970400,-0.125,-6,48,1,7,40
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.90161895751953,98444800,-0.0303030303030303,-1,33,3,4,26
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.21749877929688,50.22382354736328,103563600,0.0769230769230769,3,39,6,3,30
2018-08-14,52.540000915527344,52.63999938964844,52.06499862670898,52.4375,50.4354248046875,82992000,0.0,0,31,3,3,25
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.55324935913086,115230400,-0.0555555555555555,-2,36,3,5,28
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,51.29385757446289,114001600,0.0,0,44,5,5,34
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,52.31818771362305,141708000,0.0857142857142857,3,35,6,3,26
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.80842590332031,121150800,0.0,0,44,4,4,36
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.707427978515625,104639200,-0.0930232558139534,-4,43,1,5,37
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.7098388671875,76072400,0.0263157894736842,1,38,6,5,27
2018-08-23,53.66249847412109,54.26250076293945,53.650001525878906,53.872501373291016,51.81564331054688,75532800,0.0,0,35,3,3,29
2018-08-24,54.150001525878906,54.22499847412109,53.77750015258789,54.040000915527344,51.97674560546875,73905600,-0.1034482758620689,-3,29,3,6,20
2018-08-27,54.28749847412109,54.685001373291016,54.08250045776367,54.48500061035156,52.40475082397461,82100400,-0.1034482758620689,-3,29,0,3,26
2018-08-28,54.75249862670898,55.1349983215332,54.72999954223633,54.92499923706055,52.82794570922852,91107200,0.027027027027027,1,37,4,3,30
2018-08-29,55.03749847412109,55.872501373291016,54.852500915527344,55.744998931884766,53.616641998291016,109019200,-0.1052631578947368,-4,38,2,6,30
2018-08-30,55.8125,57.06499862670898,55.59999847412109,56.25749969482422,54.10957717895508,195175200,-0.0555555555555555,-3,54,5,8,41
2018-08-31,56.62749862670898,57.21749877929688,56.5,56.907501220703125,54.73475646972656,173360400,-0.1276595744680851,-6,47,4,11,32
2018-09-04,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,54.91029357910156,109560400,-0.0961538461538461,-5,52,3,8,41
2018-09-05,57.247501373291016,57.41749954223633,56.275001525878906,56.71749877929688,54.55201721191406,133332000,-0.0909090909090909,-4,44,2,6,36
2018-09-06,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.645503997802734,137160000,0.0681818181818181,3,44,9,6,29
2018-09-07,55.462501525878906,56.34249877929688,55.1775016784668,55.32500076293945,53.212677001953125,150479200,-0.1428571428571428,-6,42,3,9,30
2018-09-10,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.49852752685547,158066000,0.0227272727272727,1,44,3,2,39
2018-09-11,54.50249862670898,56.07500076293945,54.13999938964844,55.962501525878906,53.82583618164063,142996000,0.0,0,42,4,4,34
2018-09-12,56.23500061035156,56.25,54.959999084472656,55.26750183105469,53.15737533569336,197114800,-0.0067114093959731,-1,149,17,18,114
2018-09-13,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,54.44140625,166825600,-0.0259740259740259,-2,77,10,12,55
2018-09-14,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,53.82343292236328,127997200,-0.081081081081081,-3,37,1,4,32
2018-09-17,55.53749847412109,55.73749923706055,54.317501068115234,54.470001220703125,52.39032745361328,148780400,0.0232558139534883,1,43,5,4,34
2018-09-18,54.4474983215332,55.462501525878906,54.27999877929688,54.560001373291016,52.47689056396485,126286800,-0.0697674418604651,-3,43,2,5,36
2018-09-19,54.625,54.90499877929688,53.82500076293945,54.59249877929688,52.50814056396485,108495200,0.02,1,50,4,3,43
2018-09-20,55.060001373291016,55.56999969482422,54.78749847412109,55.00749969482422,52.90729904174805,106435200,0.03125,1,32,4,3,25
2018-09-21,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,52.3374252319336,384986800,-0.0344827586206896,-1,29,3,4,22
2018-09-24,54.20500183105469,55.31499862670898,54.157501220703125,55.1974983215332,53.09004592895508,110773600,-0.0769230769230769,-3,39,2,5,32
2018-09-25,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,53.42668151855469,98217600,-0.088235294117647,-3,34,3,6,25
2018-09-26,55.25,55.9375,54.93999862670898,55.10499954223633,53.00107955932617,95938800,-0.037037037037037,-1,27,3,4,20
2018-09-27,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,54.09033584594727,120724800,0.024390243902439,1,41,6,5,30
2018-09-28,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,54.2802963256836,91717600,-0.2222222222222222,-6,27,0,6,21
2018-10-01,56.98749923706055,57.35499954223633,56.587501525878906,56.81499862670898,54.645782470703125,94403200,-0.0833333333333333,-3,36,4,7,25
2018-10-02,56.8125,57.5,56.657501220703125,57.31999969482422,55.13150405883789,99152800,0.054054054054054,2,37,2,0,35
2018-10-03,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,55.8023796081543,114619200,-0.1621621621621621,-6,37,2,8,27
2018-10-04,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,54.821319580078125,128168000,-0.1621621621621621,-6,37,4,10,23
2018-10-05,56.9900016784668,57.102500915527344,55.14500045776367,56.0724983215332,53.93164443969727,134322000,-0.0769230769230769,-2,26,2,4,20
2018-10-08,55.5525016784668,56.20000076293945,55.04999923706055,55.942501068115234,53.80659484863281,118655600,-0.3636363636363636,-12,33,2,14,17
2018-10-09,55.90999984741211,56.817501068115234,55.5625,56.71749877929688,54.55201721191406,107564000,-0.2432432432432432,-9,37,0,9,28
2018-10-10,56.3650016784668,56.587501525878906,54.01250076293945,54.09000015258789,52.02482986450195,167962400,-0.2222222222222222,-8,36,0,8,28
2018-10-11,53.630001068115234,54.875,53.08000183105469,53.61249923706055,51.56555938720703,212497600,-0.04,-2,50,3,5,42
2018-10-12,55.10499954223633,55.720001220703125,54.209999084472656,55.52750015258789,53.40745544433594,161351600,-0.1395348837209302,-6,43,1,7,35
2018-10-15,55.290000915527344,55.45750045776367,54.317501068115234,54.34000015258789,52.26528549194336,123164000,-0.0217391304347826,-1,46,2,3,41
2018-10-16,54.73249816894531,55.747501373291016,54.18999862670898,55.53749847412109,53.41707229614258,116736000,-0.1071428571428571,-3,28,0,3,25
2018-10-17,55.57500076293945,55.65999984741211,54.834999084472656,55.29750061035156,53.18623352050781,91541600,0.0,0,39,3,3,33
